dpurp,mode,hh_rgc,trexpfac
Social,HOV2,University Place,498.0
Social,HOV3+,Auburn,86.0
Social,HOV3+,Ballard-Interbay,13.0
Social,HOV3+,Bellevue,474.0
Social,HOV3+,Bothell Canyon Park,23.0
Social,HOV3+,Bremerton,77.0
Social,HOV3+,Burien,159.0
Social,HOV3+,Cascade,95.0
Social,HOV3+,Duwamish,38.0
Social,HOV3+,Everett,219.0
Social,HOV3+,Frederickson,47.0
Social,HOV3+,Kent,105.0
Social,HOV3+,Kent MIC,18.0
Social,HOV3+,Kirkland Totem Lake,214.0
Social,HOV3+,Lakewood,151.0
Social,HOV3+,Lynnwood,209.0
Social,HOV3+,North Tukwila,4.0
Social,HOV3+,Not in RGC,270171.0
Social,HOV3+,Paine Field / Boeing Everett,34.0
Social,HOV3+,Puyallup Downtown,72.0
Social,HOV3+,Puyallup South Hill,70.0
Social,HOV3+,Redmond Downtown,311.0
Social,HOV3+,Redmond-Overlake,139.0
Social,HOV3+,Renton,266.0
Social,HOV3+,SeaTac,751.0
Social,HOV3+,Seattle Downtown,490.0
Social,HOV3+,Seattle First Hill/Capitol Hill,923.0
Social,HOV3+,Seattle Northgate,342.0
Social,HOV3+,Seattle South Lake Union,255.0
Social,HOV3+,Seattle University Community,684.0
Social,HOV3+,Seattle Uptown,231.0
Social,HOV3+,Silverdale,86.0
Social,HOV3+,Sumner Pacific,8.0
Social,HOV3+,Tacoma Downtown,409.0
Social,HOV3+,Tacoma Mall,258.0
Social,HOV3+,Tukwila,11.0
Social,HOV3+,University Place,297.0
Social,Transit,Auburn,7.0
Social,Transit,Ballard-Interbay,5.0
Social,Transit,Bellevue,160.0
Social,Transit,Bremerton,4.0
Social,Transit,Burien,44.0
Social,Transit,Duwamish,23.0
Social,Transit,Everett,9.0
Social,Transit,Kent,16.0
Social,Transit,Kent MIC,3.0
Social,Transit,Kirkland Totem Lake,23.0
Social,Transit,Lakewood,3.0
Social,Transit,Lynnwood,8.0
Social,Transit,Not in RGC,13137.0
Social,Transit,Paine Field / Boeing Everett,1.0
Social,Transit,Puyallup Downtown,4.0
Social,Transit,Puyallup South Hill,2.0
Social,Transit,Redmond Downtown,40.0
Social,Transit,Redmond-Overlake,11.0
Social,Transit,Renton,46.0
Social,Transit,SeaTac,177.0
Social,Transit,Seattle Downtown,889.0
Social,Transit,Seattle First Hill/Capitol Hill,1254.0
Social,Transit,Seattle Northgate,115.0
Social,Transit,Seattle South Lake Union,289.0
Social,Transit,Seattle University Community,318.0
Social,Transit,Seattle Uptown,176.0
Social,Transit,Silverdale,1.0
Social,Transit,Tacoma Downtown,49.0
Social,Transit,Tacoma Mall,15.0
Social,Transit,University Place,12.0
Social,School Bus,Auburn,1.0
Social,School Bus,Bellevue,6.0
Social,School Bus,Bothell Canyon Park,1.0
Social,School Bus,Bremerton,1.0
Social,School Bus,Burien,7.0
Social,School Bus,Cascade,3.0
Social,School Bus,Everett,8.0
Social,School Bus,Frederickson,1.0
Social,School Bus,Kent,1.0
Social,School Bus,Kirkland Totem Lake,4.0
Social,School Bus,Lakewood,2.0
Social,School Bus,Lynnwood,3.0
Social,School Bus,Not in RGC,6202.0
Social,School Bus,Paine Field / Boeing Everett,1.0
Social,School Bus,Puyallup Downtown,1.0
Social,School Bus,Redmond Downtown,4.0
Social,School Bus,Redmond-Overlake,3.0
Social,School Bus,Renton,8.0
Social,School Bus,SeaTac,23.0
Social,School Bus,Seattle Downtown,11.0
Social,School Bus,Seattle First Hill/Capitol Hill,20.0
Social,School Bus,Seattle Northgate,6.0
Social,School Bus,Seattle South Lake Union,4.0
Social,School Bus,Seattle University Community,10.0
Social,School Bus,Seattle Uptown,2.0
Social,School Bus,Silverdale,4.0
Social,School Bus,Tacoma Downtown,7.0
Social,School Bus,Tacoma Mall,4.0
Social,School Bus,University Place,8.0
Social,TNC,Auburn,3.0
Social,TNC,Ballard-Interbay,1.0
Social,TNC,Bellevue,53.0
Social,TNC,Bothell Canyon Park,2.0
Social,TNC,Bremerton,6.0
Social,TNC,Burien,10.0
Social,TNC,Cascade,1.0
Social,TNC,Duwamish,2.0
Social,TNC,Everett,25.0
Social,TNC,Kent,3.0
Social,TNC,Kirkland Totem Lake,14.0
Social,TNC,Lakewood,4.0
Social,TNC,Lynnwood,8.0
Social,TNC,Not in RGC,5840.0
Social,TNC,Paine Field / Boeing Everett,1.0
Social,TNC,Puyallup Downtown,4.0
Social,TNC,Puyallup South Hill,3.0
Social,TNC,Redmond Downtown,20.0
Social,TNC,Redmond-Overlake,6.0
Social,TNC,Renton,16.0
Social,TNC,SeaTac,20.0
Social,TNC,Seattle Downtown,367.0
Social,TNC,Seattle First Hill/Capitol Hill,444.0
Social,TNC,Seattle Northgate,24.0
Social,TNC,Seattle South Lake Union,115.0
Social,TNC,Seattle University Community,73.0
Social,TNC,Seattle Uptown,59.0
Social,TNC,Silverdale,3.0
Social,TNC,Tacoma Downtown,52.0
Social,TNC,Tacoma Mall,13.0
Social,TNC,Tukwila,1.0
Social,TNC,University Place,14.0
Change Mode Inserted Purpose,SOV,Auburn,5.0
Change Mode Inserted Purpose,SOV,Ballard-Interbay,6.0
Change Mode Inserted Purpose,SOV,Bellevue,54.0
Change Mode Inserted Purpose,SOV,Bothell Canyon Park,6.0
Change Mode Inserted Purpose,SOV,Bremerton,5.0
Change Mode Inserted Purpose,SOV,Burien,23.0
Change Mode Inserted Purpose,SOV,Cascade,9.0
Change Mode Inserted Purpose,SOV,Duwamish,5.0
Change Mode Inserted Purpose,SOV,Everett,23.0
Change Mode Inserted Purpose,SOV,Frederickson,7.0
Change Mode Inserted Purpose,SOV,Kent,6.0
Change Mode Inserted Purpose,SOV,Kent MIC,1.0
Change Mode Inserted Purpose,SOV,Kirkland Totem Lake,52.0
Change Mode Inserted Purpose,SOV,Lakewood,18.0
Change Mode Inserted Purpose,SOV,Lynnwood,15.0
Change Mode Inserted Purpose,SOV,Not in RGC,37885.0
Change Mode Inserted Purpose,SOV,Paine Field / Boeing Everett,4.0
Change Mode Inserted Purpose,SOV,Puyallup Downtown,4.0
Change Mode Inserted Purpose,SOV,Puyallup South Hill,18.0
Change Mode Inserted Purpose,SOV,Redmond Downtown,33.0
Change Mode Inserted Purpose,SOV,Redmond-Overlake,19.0
Change Mode Inserted Purpose,SOV,Renton,28.0
Change Mode Inserted Purpose,SOV,SeaTac,92.0
Change Mode Inserted Purpose,SOV,Seattle Downtown,69.0
Change Mode Inserted Purpose,SOV,Seattle First Hill/Capitol Hill,136.0
Change Mode Inserted Purpose,SOV,Seattle Northgate,61.0
Change Mode Inserted Purpose,SOV,Seattle South Lake Union,51.0
Change Mode Inserted Purpose,SOV,Seattle University Community,57.0
Change Mode Inserted Purpose,SOV,Seattle Uptown,57.0
Change Mode Inserted Purpose,SOV,Silverdale,6.0
Change Mode Inserted Purpose,SOV,Tacoma Downtown,37.0
Change Mode Inserted Purpose,SOV,Tacoma Mall,24.0
Change Mode Inserted Purpose,SOV,Tukwila,1.0
Change Mode Inserted Purpose,SOV,University Place,31.0
Change Mode Inserted Purpose,HOV2,Ballard-Interbay,1.0
Change Mode Inserted Purpose,HOV2,Bellevue,6.0
Change Mode Inserted Purpose,HOV2,Bremerton,1.0
Change Mode Inserted Purpose,HOV2,Burien,5.0
Change Mode Inserted Purpose,HOV2,Duwamish,1.0
Change Mode Inserted Purpose,HOV2,Everett,3.0
Change Mode Inserted Purpose,HOV2,Kent MIC,1.0
Change Mode Inserted Purpose,HOV2,Kirkland Totem Lake,4.0
Change Mode Inserted Purpose,HOV2,Lakewood,2.0
Change Mode Inserted Purpose,HOV2,Not in RGC,983.0
Change Mode Inserted Purpose,HOV2,Puyallup South Hill,2.0
Change Mode Inserted Purpose,HOV2,Redmond Downtown,6.0
Change Mode Inserted Purpose,HOV2,Renton,3.0
Change Mode Inserted Purpose,HOV2,SeaTac,4.0
Change Mode Inserted Purpose,HOV2,Seattle Downtown,7.0
Change Mode Inserted Purpose,HOV2,Seattle First Hill/Capitol Hill,20.0
Change Mode Inserted Purpose,HOV2,Seattle Northgate,9.0
Change Mode Inserted Purpose,HOV2,Seattle South Lake Union,1.0
Change Mode Inserted Purpose,HOV2,Seattle University Community,14.0
Change Mode Inserted Purpose,HOV2,Seattle Uptown,6.0
Change Mode Inserted Purpose,HOV2,Silverdale,1.0
Change Mode Inserted Purpose,HOV2,Tacoma Downtown,12.0
Change Mode Inserted Purpose,HOV2,Tacoma Mall,4.0
Change Mode Inserted Purpose,HOV2,Tukwila,2.0
Change Mode Inserted Purpose,HOV2,University Place,4.0
Change Mode Inserted Purpose,Transit,Auburn,5.0
Change Mode Inserted Purpose,Transit,Ballard-Interbay,7.0
Change Mode Inserted Purpose,Transit,Bellevue,60.0
Change Mode Inserted Purpose,Transit,Bothell Canyon Park,6.0
Change Mode Inserted Purpose,Transit,Bremerton,6.0
Change Mode Inserted Purpose,Transit,Burien,28.0
Change Mode Inserted Purpose,Transit,Cascade,9.0
Change Mode Inserted Purpose,Transit,Duwamish,6.0
Change Mode Inserted Purpose,Transit,Everett,26.0
Change Mode Inserted Purpose,Transit,Frederickson,7.0
Change Mode Inserted Purpose,Transit,Kent,6.0
Change Mode Inserted Purpose,Transit,Kent MIC,2.0
Change Mode Inserted Purpose,Transit,Kirkland Totem Lake,56.0
Change Mode Inserted Purpose,Transit,Lakewood,20.0
Change Mode Inserted Purpose,Transit,Lynnwood,15.0
Change Mode Inserted Purpose,Transit,Not in RGC,38868.0
Change Mode Inserted Purpose,Transit,Paine Field / Boeing Everett,4.0
Change Mode Inserted Purpose,Transit,Puyallup Downtown,4.0
Change Mode Inserted Purpose,Transit,Puyallup South Hill,20.0
Change Mode Inserted Purpose,Transit,Redmond Downtown,39.0
Change Mode Inserted Purpose,Transit,Redmond-Overlake,19.0
Change Mode Inserted Purpose,Transit,Renton,31.0
Change Mode Inserted Purpose,Transit,SeaTac,96.0
Change Mode Inserted Purpose,Transit,Seattle Downtown,76.0
Change Mode Inserted Purpose,Transit,Seattle First Hill/Capitol Hill,156.0
Change Mode Inserted Purpose,Transit,Seattle Northgate,70.0
Change Mode Inserted Purpose,Transit,Seattle South Lake Union,52.0
Change Mode Inserted Purpose,Transit,Seattle University Community,71.0
Change Mode Inserted Purpose,Transit,Seattle Uptown,63.0
Change Mode Inserted Purpose,Transit,Silverdale,7.0
Change Mode Inserted Purpose,Transit,Tacoma Downtown,49.0
Change Mode Inserted Purpose,Transit,Tacoma Mall,28.0
Change Mode Inserted Purpose,Transit,Tukwila,3.0
Change Mode Inserted Purpose,Transit,University Place,35.0
