parcel_id	land_use_type_id	description	name	x_coord_sp	y_coord_sp
819281	3	Commercial	Tacoma Downtown	1243950	91271.898438
819282	3	Commercial	Tacoma Downtown	1243730	91030.703125
819283	3	Commercial	Tacoma Downtown	1243760	91035.601562
819284	3	Commercial	Tacoma Downtown	1243790	91038.898438
819285	3	Commercial	Tacoma Downtown	1243850	91047.203125
819286	3	Commercial	Tacoma Downtown	1243930	91057.101562
819287	3	Commercial	Tacoma Downtown	1243980	91063.703125
819288	3	Commercial	Tacoma Downtown	1244080	91289.101562
819289	3	Commercial	Tacoma Downtown	1244150	91298.898438
819290	28	Warehousing	Tacoma Downtown	1244230	91308.796875
819291	26	Vacant Developable	Tacoma Downtown	1244280	91315.398438
819292	26	Vacant Developable	Tacoma Downtown	1244340	91366.703125
819293	26	Vacant Developable	Tacoma Downtown	1244350	91302.296875
819294	3	Commercial	Tacoma Downtown	1244130	91084.101562
819295	3	Commercial	Tacoma Downtown	1244200	91094
819296	26	Vacant Developable	Tacoma Downtown	1244240	91098.898438
819297	26	Vacant Developable	Tacoma Downtown	1244270	91102.203125
819298	26	Vacant Developable	Tacoma Downtown	1244290	91105.5
819299	26	Vacant Developable	Tacoma Downtown	1244320	91108.796875
819300	26	Vacant Developable	Tacoma Downtown	1244350	91113.703125
819301	26	Vacant Developable	Tacoma Downtown	1244480	91343
819302	26	Vacant Developable	Tacoma Downtown	1244670	91369.296875
819303	3	Commercial	Tacoma Downtown	1244610	91142.296875
819304	28	Warehousing	Tacoma Downtown	1244800	91391.601562
819305	28	Warehousing	Tacoma Downtown	1244840	91404.296875
819306	26	Vacant Developable	Tacoma Downtown	1244900	91420.796875
819307	26	Vacant Developable	Tacoma Downtown	1244860	91409.5
819308	26	Vacant Developable	Tacoma Downtown	1244940	91436.296875
819309	26	Vacant Developable	Tacoma Downtown	1244970	91453.296875
819310	28	Warehousing	Tacoma Downtown	1244950	91208.203125
819311	10	Industrial	Tacoma Downtown	1245090	91271
819312	25	Transportation, Communication, Utilities	Tacoma Downtown	1245350	91458.101562
819313	28	Warehousing	Tacoma Downtown	1245310	91235.703125
819314	10	Industrial	Tacoma Downtown	1245480	91258.101562
819315	28	Warehousing	Tacoma Downtown	1245710	91505.5
819316	10	Industrial	Tacoma Downtown	1245730	91291.601562
819317	10	Industrial	Tacoma Downtown	1246070	91552.898438
819318	10	Industrial	Tacoma Downtown	1246090	91339
819319	28	Warehousing	Tacoma Downtown	1246460	91610.601562
819320	12	Mining	Tacoma Downtown	1246390	91379.101562
819321	12	Mining	Tacoma Downtown	1246470	91389
819322	12	Mining	Tacoma Downtown	1246560	91402.203125
819323	12	Mining	Tacoma Downtown	1246310	91311
819324	26	Vacant Developable	Tacoma Downtown	1246710	91639.203125
819325	24	Single Family Residential	Tacoma Downtown	1246780	91647.398438
819326	24	Single Family Residential	Tacoma Downtown	1246830	91654
819327	3	Commercial	Tacoma Downtown	1246910	91665.601562
819328	26	Vacant Developable	Tacoma Downtown	1246740	91430.101562
819329	24	Single Family Residential	Tacoma Downtown	1246770	91435
819330	24	Single Family Residential	Tacoma Downtown	1246800	91439.101562
819331	3	Commercial	Tacoma Downtown	1246890	91450.703125
819332	3	Commercial	Tacoma Downtown	1246990	91463.796875
819339	3	Commercial	Tacoma Downtown	1242290	90467.898438
819340	18	Office	Tacoma Downtown	1242300	90333.898438
819341	3	Commercial	Tacoma Downtown	1242450	90518.5
819342	3	Commercial	Tacoma Downtown	1242460	90444.398438
819343	3	Commercial	Tacoma Downtown	1242470	90350.398438
819344	10	Industrial	Tacoma Downtown	1242680	90560.703125
819345	10	Industrial	Tacoma Downtown	1242690	90478.898438
819346	3	Commercial	Tacoma Downtown	1242700	90404.601562
819347	3	Commercial	Tacoma Downtown	1242700	90347.703125
819348	28	Warehousing	Tacoma Downtown	1242820	90580.296875
819349	3	Commercial	Tacoma Downtown	1242830	90523.296875
819350	3	Commercial	Tacoma Downtown	1242840	90473.796875
819351	18	Office	Tacoma Downtown	1242850	90424.203125
819352	28	Warehousing	Tacoma Downtown	1242850	90367.203125
819353	22	Right-of-Way	Tacoma Downtown	1243170	90797.5
819354	10	Industrial	Tacoma Downtown	1243030	90773.398438
819357	10	Industrial	Tacoma Downtown	1243100	90609.601562
819358	22	Right-of-Way	Tacoma Downtown	1243190	90603.703125
819359	3	Commercial	Tacoma Downtown	1244160	90936.898438
819360	26	Vacant Developable	Tacoma Downtown	1244980	91050.101562
819361	26	Vacant Developable	Tacoma Downtown	1245050	91060
819362	10	Industrial	Tacoma Downtown	1245110	91068.203125
819363	2	Civic and Quasi-Public	Tacoma Downtown	1244990	90835.296875
819364	2	Civic and Quasi-Public	Tacoma Downtown	1245030	90840.203125
819365	2	Civic and Quasi-Public	Tacoma Downtown	1245120	90851.703125
819366	28	Warehousing	Tacoma Downtown	1245270	91088.601562
819367	3	Commercial	Tacoma Downtown	1245370	91101.796875
819368	10	Industrial	Tacoma Downtown	1245500	91119.203125
819369	2	Civic and Quasi-Public	Tacoma Downtown	1245410	90890.203125
819370	10	Industrial	Tacoma Downtown	1245760	91153.5
819371	2	Civic and Quasi-Public	Tacoma Downtown	1245740	90952
819372	10	Industrial	Tacoma Downtown	1246100	91203.703125
819373	12	Mining	Tacoma Downtown	1246400	91246.101562
819374	12	Mining	Tacoma Downtown	1246470	91255.898438
819375	12	Mining	Tacoma Downtown	1246530	91264.203125
819376	12	Mining	Tacoma Downtown	1246580	91270.796875
819377	12	Mining	Tacoma Downtown	1246630	91277.398438
819378	26	Vacant Developable	Tacoma Downtown	1246760	91298
819379	26	Vacant Developable	Tacoma Downtown	1246860	91311.203125
819380	26	Vacant Developable	Tacoma Downtown	1246980	91360.398438
819381	26	Vacant Developable	Tacoma Downtown	1246980	91328.703125
819382	26	Vacant Developable	Tacoma Downtown	1246990	91295.898438
819384	26	Vacant Developable	Tacoma Downtown	1241790	89999
819385	18	Office	Tacoma Downtown	1242130	90362.5
819386	18	Office	Tacoma Downtown	1242120	90299.101562
819387	18	Office	Tacoma Downtown	1242050	90314.203125
819388	18	Office	Tacoma Downtown	1242060	90263.398438
819389	18	Office	Tacoma Downtown	1241980	90229.296875
819390	24	Single Family Residential	Tacoma Downtown	1241920	90087.398438
819391	26	Vacant Developable	Tacoma Downtown	1241930	90023.203125
819392	24	Single Family Residential	Tacoma Downtown	1241980	90076.703125
819393	26	Vacant Developable	Tacoma Downtown	1242000	90077.796875
819394	24	Single Family Residential	Tacoma Downtown	1242030	90081.101562
819395	24	Single Family Residential	Tacoma Downtown	1242060	90086.101562
819396	14	Multi-Family Residential	Tacoma Downtown	1242110	90092.703125
819397	14	Multi-Family Residential	Tacoma Downtown	1242160	90099.296875
819398	26	Vacant Developable	Tacoma Downtown	1242340	90142.203125
819399	26	Vacant Developable	Tacoma Downtown	1242350	90072.796875
819400	26	Vacant Developable	Tacoma Downtown	1242350	90023.203125
819401	26	Vacant Developable	Tacoma Downtown	1242360	89973.601562
819402	26	Vacant Developable	Tacoma Downtown	1242370	89929
819403	26	Vacant Developable	Tacoma Downtown	1242460	90159.398438
819404	26	Vacant Developable	Tacoma Downtown	1242460	90100.101562
819405	26	Vacant Developable	Tacoma Downtown	1242460	90075
819406	26	Vacant Developable	Tacoma Downtown	1242460	90026.203125
819407	26	Vacant Developable	Tacoma Downtown	1242470	89955.898438
819408	28	Warehousing	Tacoma Downtown	1242730	90181.101562
819409	10	Industrial	Tacoma Downtown	1242760	90063.203125
819410	10	Industrial	Tacoma Downtown	1242780	89954.703125
819411	2	Civic and Quasi-Public	Tacoma Downtown	1242880	90164.796875
819412	10	Industrial	Tacoma Downtown	1242900	90048
819413	10	Industrial	Tacoma Downtown	1242900	89989.296875
819415	10	Industrial	Tacoma Downtown	1243160	90425.601562
819416	22	Right-of-Way	Tacoma Downtown	1243230	90445.203125
819417	22	Right-of-Way	Tacoma Downtown	1243220	90254.101562
819418	2	Civic and Quasi-Public	Tacoma Downtown	1243680	90211
819419	2	Civic and Quasi-Public	Tacoma Downtown	1243920	90323.703125
819420	2	Civic and Quasi-Public	Tacoma Downtown	1243890	89921.601562
819421	2	Civic and Quasi-Public	Tacoma Downtown	1244060	89939.601562
819422	22	Right-of-Way	Tacoma Downtown	1243690	89873.703125
819423	2	Civic and Quasi-Public	Tacoma Downtown	1243770	90757.796875
819424	2	Civic and Quasi-Public	Tacoma Downtown	1244760	90489
819431	26	Vacant Developable	Tacoma Downtown	1241780	89940
819432	17	No Land Use Code	Tacoma Downtown	1241750	89767.601562
819433	26	Vacant Developable	Tacoma Downtown	1241630	89660.5
819434	24	Single Family Residential	Tacoma Downtown	1241930	89959.898438
819435	24	Single Family Residential	Tacoma Downtown	1241940	89916.5
819436	24	Single Family Residential	Tacoma Downtown	1241940	89873.898438
819437	24	Single Family Residential	Tacoma Downtown	1241970	89922.203125
819438	24	Single Family Residential	Tacoma Downtown	1242010	89927.203125
819439	24	Single Family Residential	Tacoma Downtown	1242070	89935.898438
819440	24	Single Family Residential	Tacoma Downtown	1242140	89944.203125
819441	24	Single Family Residential	Tacoma Downtown	1242180	89950.5
819442	14	Multi-Family Residential	Tacoma Downtown	1241960	89708.703125
819443	14	Multi-Family Residential	Tacoma Downtown	1242010	89715.398438
819444	3	Commercial	Tacoma Downtown	1242060	89722.101562
819445	26	Vacant Developable	Tacoma Downtown	1242110	89728.796875
819446	26	Vacant Developable	Tacoma Downtown	1242160	89735.398438
819447	3	Commercial	Tacoma Downtown	1242210	89742
819448	14	Multi-Family Residential	Tacoma Downtown	1242370	89796.296875
819449	24	Single Family Residential	Tacoma Downtown	1242380	89739.203125
819450	24	Single Family Residential	Tacoma Downtown	1242390	89690
819451	17	No Land Use Code	Tacoma Downtown	1242370	89623.5
819452	26	Vacant Developable	Tacoma Downtown	1242490	89800
819487	26	Vacant Developable	Tacoma Downtown	1240930	89200.898438
819488	26	Vacant Developable	Tacoma Downtown	1241060	89223.601562
819489	2	Civic and Quasi-Public	Tacoma Downtown	1241420	89460
819490	2	Civic and Quasi-Public	Tacoma Downtown	1241470	89479
819491	2	Civic and Quasi-Public	Tacoma Downtown	1241400	89259.398438
819492	14	Multi-Family Residential	Tacoma Downtown	1241610	89509
819493	24	Single Family Residential	Tacoma Downtown	1241650	89514.796875
819494	24	Single Family Residential	Tacoma Downtown	1241690	89519.796875
819495	24	Single Family Residential	Tacoma Downtown	1241720	89524
819496	14	Multi-Family Residential	Tacoma Downtown	1241750	89529
819497	24	Single Family Residential	Tacoma Downtown	1241790	89534.101562
819498	24	Single Family Residential	Tacoma Downtown	1241820	89537.398438
819499	14	Multi-Family Residential	Tacoma Downtown	1241850	89582.101562
819500	14	Multi-Family Residential	Tacoma Downtown	1241860	89517.601562
819501	2	Civic and Quasi-Public	Tacoma Downtown	1241610	89293.101562
819502	2	Civic and Quasi-Public	Tacoma Downtown	1241710	89305.796875
819503	24	Single Family Residential	Tacoma Downtown	1241780	89320.5
819504	24	Single Family Residential	Tacoma Downtown	1241830	89334.898438
819505	24	Single Family Residential	Tacoma Downtown	1241880	89349.296875
819506	14	Multi-Family Residential	Tacoma Downtown	1241980	89559.796875
819507	24	Single Family Residential	Tacoma Downtown	1242060	89569.796875
819508	24	Single Family Residential	Tacoma Downtown	1242130	89579.796875
819509	24	Single Family Residential	Tacoma Downtown	1242180	89585.796875
819510	14	Multi-Family Residential	Tacoma Downtown	1242230	89592.398438
819511	14	Multi-Family Residential	Tacoma Downtown	1242050	89400.101562
819553	26	Vacant Developable	Tacoma Downtown	1240950	89062.398438
819554	26	Vacant Developable	Tacoma Downtown	1241050	89086.101562
819555	2	Civic and Quasi-Public	Tacoma Downtown	1241410	89082.203125
819556	2	Civic and Quasi-Public	Tacoma Downtown	1241670	89173.398438
821369	3	Commercial	Tacoma Mall	1235130	84848
821370	3	Commercial	Tacoma Mall	1234890	84087.703125
821371	18	Office	Tacoma Mall	1234440	84466.898438
821372	3	Commercial	Tacoma Mall	1234460	84282
821373	18	Office	Tacoma Mall	1234440	84805.796875
821374	3	Commercial	Tacoma Mall	1234840	84496.703125
821375	3	Commercial	Tacoma Mall	1234460	84083.398438
824957	3	Commercial	Tacoma Mall	1235300	82225
824958	3	Commercial	Tacoma Mall	1235300	82070.203125
824964	18	Office	Tacoma Mall	1235020	82193.296875
824965	3	Commercial	Tacoma Mall	1234800	82116.5
824966	3	Commercial	Tacoma Mall	1234650	82118.398438
824967	3	Commercial	Tacoma Mall	1233900	82116.796875
824968	3	Commercial	Tacoma Mall	1234350	82131.203125
824969	18	Office	Tacoma Mall	1235080	82016.601562
824970	3	Commercial	Tacoma Mall	1234960	82002.398438
829263	3	Commercial	Tacoma Mall	1231270	85881.703125
829707	14	Multi-Family Residential	University Place	1216710	83332
829708	14	Multi-Family Residential	University Place	1216880	83515.601562
829709	14	Multi-Family Residential	University Place	1216730	83610.703125
829710	14	Multi-Family Residential	University Place	1216690	83546.898438
829711	14	Multi-Family Residential	University Place	1216640	83520.703125
829712	14	Multi-Family Residential	University Place	1216570	83511.296875
829713	14	Multi-Family Residential	University Place	1216580	83613.296875
829714	14	Multi-Family Residential	University Place	1216660	83611.703125
829715	14	Multi-Family Residential	University Place	1216730	83733.398438
829716	14	Multi-Family Residential	University Place	1216660	83734.703125
829717	14	Multi-Family Residential	University Place	1216580	83736.898438
829718	17	No Land Use Code	University Place	1216710	83506
829719	14	Multi-Family Residential	University Place	1216650	83841.601562
829720	3	Commercial	University Place	1216870	83790.601562
832043	3	Commercial	Tacoma Downtown	1241460	91966.703125
832044	3	Commercial	Tacoma Downtown	1241460	91853.101562
832045	3	Commercial	Tacoma Downtown	1241460	91728.296875
832046	3	Commercial	Tacoma Downtown	1241430	91639.101562
832047	26	Vacant Developable	Tacoma Downtown	1241370	91695.296875
832048	26	Vacant Developable	Tacoma Downtown	1241370	91732.203125
832049	26	Vacant Developable	Tacoma Downtown	1241370	91757.296875
832050	26	Vacant Developable	Tacoma Downtown	1241370	91808.5
832051	14	Multi-Family Residential	Tacoma Downtown	1241360	91870.296875
832052	24	Single Family Residential	Tacoma Downtown	1241360	91907.5
832053	24	Single Family Residential	Tacoma Downtown	1241360	91932.5
832054	3	Commercial	Tacoma Downtown	1241360	91983.296875
832055	28	Warehousing	Tacoma Downtown	1241180	91999.101562
832056	26	Vacant Developable	Tacoma Downtown	1241180	91949
832057	26	Vacant Developable	Tacoma Downtown	1241180	91911.703125
832058	3	Commercial	Tacoma Downtown	1241180	91886.703125
832059	3	Commercial	Tacoma Downtown	1241180	91848.898438
832060	3	Commercial	Tacoma Downtown	1241190	91798.898438
832061	3	Commercial	Tacoma Downtown	1241190	91748.796875
832062	3	Commercial	Tacoma Downtown	1241200	91669.703125
832063	3	Commercial	Tacoma Downtown	1241040	91675.296875
832064	3	Commercial	Tacoma Downtown	1241040	91753.101562
832065	26	Vacant Developable	Tacoma Downtown	1241040	91816
832066	3	Commercial	Tacoma Downtown	1241030	91891.101562
832067	3	Commercial	Tacoma Downtown	1241030	91979
832068	14	Multi-Family Residential	Tacoma Downtown	1240460	91740.101562
832069	27	Vacant Undevelopable	Tacoma Downtown	1240520	91667.398438
832070	26	Vacant Developable	Tacoma Downtown	1240440	91861.203125
832071	24	Single Family Residential	Tacoma Downtown	1240440	91898.898438
832072	24	Single Family Residential	Tacoma Downtown	1240430	91930.203125
832073	24	Single Family Residential	Tacoma Downtown	1240430	91955.296875
832074	24	Single Family Residential	Tacoma Downtown	1240420	91986.796875
832075	26	Vacant Developable	Tacoma Downtown	1240420	92024.5
832076	14	Multi-Family Residential	Tacoma Downtown	1240260	92009.5
832077	14	Multi-Family Residential	Tacoma Downtown	1240270	91909
832078	14	Multi-Family Residential	Tacoma Downtown	1240280	91833.601562
832079	14	Multi-Family Residential	Tacoma Downtown	1240290	91795.898438
832080	26	Vacant Developable	Tacoma Downtown	1240300	91705.898438
832081	3	Commercial	Tacoma Downtown	1240110	91842.601562
832082	26	Vacant Developable	Tacoma Downtown	1240110	91919.703125
832083	26	Vacant Developable	Tacoma Downtown	1240010	92002.296875
832084	26	Vacant Developable	Tacoma Downtown	1239970	91941.398438
832085	3	Commercial	Tacoma Downtown	1240020	91871.398438
832086	24	Single Family Residential	Tacoma Downtown	1239870	91794.898438
832087	14	Multi-Family Residential	Tacoma Downtown	1239870	91863.296875
832088	24	Single Family Residential	Tacoma Downtown	1239870	91914.796875
832089	24	Single Family Residential	Tacoma Downtown	1239860	91946.703125
832090	24	Single Family Residential	Tacoma Downtown	1239860	91969.796875
832091	24	Single Family Residential	Tacoma Downtown	1239850	92046.898438
832092	24	Single Family Residential	Tacoma Downtown	1239860	92028.203125
832093	24	Single Family Residential	Tacoma Downtown	1239860	92010.898438
832094	24	Single Family Residential	Tacoma Downtown	1239860	91991.796875
832095	23	School	Tacoma Downtown	1239630	91761.398438
833915	26	Vacant Developable	Tacoma Mall	1230490	84971
833916	10	Industrial	Tacoma Mall	1230490	84908.601562
833917	26	Vacant Developable	Tacoma Mall	1230630	84980.898438
833918	24	Single Family Residential	Tacoma Mall	1230630	84918.398438
833920	3	Commercial	Tacoma Mall	1230980	84974.203125
833921	3	Commercial	Tacoma Mall	1230980	84911.703125
833922	3	Commercial	Tacoma Mall	1231180	84970.398438
833923	3	Commercial	Tacoma Mall	1231180	84908
833924	3	Commercial	Tacoma Mall	1231330	84930.101562
833925	25	Transportation, Communication, Utilities	Tacoma Mall	1231490	84927.398438
833926	24	Single Family Residential	Tacoma Mall	1231470	84205.796875
833927	26	Vacant Developable	Tacoma Mall	1231470	84268.296875
833928	14	Multi-Family Residential	Tacoma Mall	1231320	84776.703125
833929	14	Multi-Family Residential	Tacoma Mall	1231320	84726.703125
833930	14	Multi-Family Residential	Tacoma Mall	1231320	84664.203125
833931	14	Multi-Family Residential	Tacoma Mall	1231320	84589.203125
833932	14	Multi-Family Residential	Tacoma Mall	1231320	84520.5
833933	14	Multi-Family Residential	Tacoma Mall	1231320	84458.101562
833934	14	Multi-Family Residential	Tacoma Mall	1231320	84401.796875
833935	14	Multi-Family Residential	Tacoma Mall	1231290	84352.398438
833936	14	Multi-Family Residential	Tacoma Mall	1231350	84351.203125
833937	24	Single Family Residential	Tacoma Mall	1231320	84301.898438
833938	24	Single Family Residential	Tacoma Mall	1231320	84251.898438
833939	24	Single Family Residential	Tacoma Mall	1231270	84202.796875
833940	24	Single Family Residential	Tacoma Mall	1231300	84202.203125
833941	24	Single Family Residential	Tacoma Mall	1231330	84201.601562
833942	24	Single Family Residential	Tacoma Mall	1231360	84201
833943	14	Multi-Family Residential	Tacoma Mall	1231180	84704.5
833944	14	Multi-Family Residential	Tacoma Mall	1231170	84573.296875
833945	14	Multi-Family Residential	Tacoma Mall	1231170	84510.898438
833946	14	Multi-Family Residential	Tacoma Mall	1231170	84354.703125
833947	14	Multi-Family Residential	Tacoma Mall	1231170	84454.601562
833948	14	Multi-Family Residential	Tacoma Mall	1231170	84404.703125
833949	14	Multi-Family Residential	Tacoma Mall	1231170	84304.703125
833950	14	Multi-Family Residential	Tacoma Mall	1231140	84255.296875
833951	14	Multi-Family Residential	Tacoma Mall	1231200	84254.203125
833952	14	Multi-Family Residential	Tacoma Mall	1231170	84204.703125
833953	14	Multi-Family Residential	Tacoma Mall	1230980	84733.296875
833954	26	Vacant Developable	Tacoma Mall	1230950	84633.898438
833955	26	Vacant Developable	Tacoma Mall	1231010	84632.796875
833956	14	Multi-Family Residential	Tacoma Mall	1230970	84533.398438
833957	14	Multi-Family Residential	Tacoma Mall	1230980	84583.398438
833958	14	Multi-Family Residential	Tacoma Mall	1230970	84483.398438
833959	14	Multi-Family Residential	Tacoma Mall	1230970	84433.398438
833960	14	Multi-Family Residential	Tacoma Mall	1230970	84208.5
833961	14	Multi-Family Residential	Tacoma Mall	1230830	84761.101562
833962	24	Single Family Residential	Tacoma Mall	1230830	84686.203125
833963	26	Vacant Developable	Tacoma Mall	1230830	84648.703125
833964	14	Multi-Family Residential	Tacoma Mall	1230830	84623.703125
833965	14	Multi-Family Residential	Tacoma Mall	1230830	84598.703125
833966	14	Multi-Family Residential	Tacoma Mall	1230830	84573.703125
833967	14	Multi-Family Residential	Tacoma Mall	1230830	84548.703125
833968	14	Multi-Family Residential	Tacoma Mall	1230830	84523.703125
833969	14	Multi-Family Residential	Tacoma Mall	1230820	84498.703125
833970	14	Multi-Family Residential	Tacoma Mall	1230820	84473.796875
833971	14	Multi-Family Residential	Tacoma Mall	1230820	84411.296875
833972	14	Multi-Family Residential	Tacoma Mall	1230790	84237
833973	14	Multi-Family Residential	Tacoma Mall	1230850	84235.703125
833974	26	Vacant Developable	Tacoma Mall	1230820	84348.796875
833975	26	Vacant Developable	Tacoma Mall	1230820	84323.796875
833976	26	Vacant Developable	Tacoma Mall	1230820	84298.796875
833977	14	Multi-Family Residential	Tacoma Mall	1230670	84776.703125
833978	14	Multi-Family Residential	Tacoma Mall	1230600	84778
833979	14	Multi-Family Residential	Tacoma Mall	1230630	84702.398438
833980	14	Multi-Family Residential	Tacoma Mall	1230630	84627.398438
833981	14	Multi-Family Residential	Tacoma Mall	1230630	84527.5
833982	24	Single Family Residential	Tacoma Mall	1230630	84365
833983	24	Single Family Residential	Tacoma Mall	1230620	84315.101562
833984	14	Multi-Family Residential	Tacoma Mall	1230620	84277.601562
833985	24	Single Family Residential	Tacoma Mall	1230620	84252.601562
833986	24	Single Family Residential	Tacoma Mall	1230620	84227.601562
833987	24	Single Family Residential	Tacoma Mall	1230620	84202.601562
833988	3	Commercial	Tacoma Mall	1230480	84692.796875
833989	28	Warehousing	Tacoma Mall	1230480	84467.796875
833990	28	Warehousing	Tacoma Mall	1230470	84280.398438
833992	3	Commercial	Tacoma Mall	1230210	84093.203125
833993	3	Commercial	Tacoma Mall	1230280	84090.601562
833994	3	Commercial	Tacoma Mall	1230320	84085.203125
833995	3	Commercial	Tacoma Mall	1230320	83978.5
833996	3	Commercial	Tacoma Mall	1230310	83871.898438
833997	3	Commercial	Tacoma Mall	1230310	83755.601562
833998	26	Vacant Developable	Tacoma Mall	1230310	83594.703125
833999	3	Commercial	Tacoma Mall	1230470	84077
834000	14	Multi-Family Residential	Tacoma Mall	1230470	83902.203125
834001	14	Multi-Family Residential	Tacoma Mall	1230470	83852.203125
834002	3	Commercial	Tacoma Mall	1230460	83777.296875
834003	14	Multi-Family Residential	Tacoma Mall	1230460	83702.398438
834004	8	Group Quarters	Tacoma Mall	1230460	83652.398438
834005	8	Group Quarters	Tacoma Mall	1230460	83590
834006	8	Group Quarters	Tacoma Mall	1230460	83527.601562
834007	24	Single Family Residential	Tacoma Mall	1230620	84099.101562
834008	24	Single Family Residential	Tacoma Mall	1230620	84049.203125
834009	24	Single Family Residential	Tacoma Mall	1230620	83999.203125
834010	26	Vacant Developable	Tacoma Mall	1230590	83962.398438
834011	26	Vacant Developable	Tacoma Mall	1230650	83961.101562
834012	26	Vacant Developable	Tacoma Mall	1230650	83936.203125
834013	26	Vacant Developable	Tacoma Mall	1230590	83937.398438
834014	26	Vacant Developable	Tacoma Mall	1230590	83912.398438
834015	26	Vacant Developable	Tacoma Mall	1230650	83911.203125
834016	24	Single Family Residential	Tacoma Mall	1230620	83849.398438
834017	24	Single Family Residential	Tacoma Mall	1230610	83774.398438
834018	14	Multi-Family Residential	Tacoma Mall	1230610	83712
834019	24	Single Family Residential	Tacoma Mall	1230610	83649.601562
834020	24	Single Family Residential	Tacoma Mall	1230610	83605.898438
834021	24	Single Family Residential	Tacoma Mall	1230610	83568.398438
834022	24	Single Family Residential	Tacoma Mall	1230610	83524.703125
834023	14	Multi-Family Residential	Tacoma Mall	1230820	84095.398438
834024	24	Single Family Residential	Tacoma Mall	1230820	84057.898438
834025	24	Single Family Residential	Tacoma Mall	1230820	84020.5
834026	14	Multi-Family Residential	Tacoma Mall	1230840	83976.203125
834027	14	Multi-Family Residential	Tacoma Mall	1230780	83940
834028	14	Multi-Family Residential	Tacoma Mall	1230840	83938.796875
834029	17	No Land Use Code	Tacoma Mall	1230780	83977.398438
834030	14	Multi-Family Residential	Tacoma Mall	1230810	83895.601562
834031	24	Single Family Residential	Tacoma Mall	1230810	83845.601562
834032	14	Multi-Family Residential	Tacoma Mall	1230630	84452.5
834033	14	Multi-Family Residential	Tacoma Mall	1230630	84427.5
834034	14	Multi-Family Residential	Tacoma Mall	1230630	84402.5
834035	24	Single Family Residential	Tacoma Mall	1230810	83795.703125
834036	24	Single Family Residential	Tacoma Mall	1230810	83745.703125
834037	24	Single Family Residential	Tacoma Mall	1230810	83695.796875
834038	24	Single Family Residential	Tacoma Mall	1230810	83652.101562
834039	24	Single Family Residential	Tacoma Mall	1230810	83614.601562
834040	14	Multi-Family Residential	Tacoma Mall	1230810	83570.898438
834041	14	Multi-Family Residential	Tacoma Mall	1230810	83520.898438
834042	14	Multi-Family Residential	Tacoma Mall	1230970	84092.601562
834043	14	Multi-Family Residential	Tacoma Mall	1230960	84017.601562
834044	14	Multi-Family Residential	Tacoma Mall	1230960	83930.203125
834045	24	Single Family Residential	Tacoma Mall	1230960	83867.796875
834046	14	Multi-Family Residential	Tacoma Mall	1230960	83817.796875
834047	14	Multi-Family Residential	Tacoma Mall	1230930	83693.5
834048	14	Multi-Family Residential	Tacoma Mall	1230990	83692.296875
834049	14	Multi-Family Residential	Tacoma Mall	1230990	83642.398438
834050	14	Multi-Family Residential	Tacoma Mall	1230920	83643.601562
834051	24	Single Family Residential	Tacoma Mall	1230960	83755.296875
834052	14	Multi-Family Residential	Tacoma Mall	1230960	83585
834053	14	Multi-Family Residential	Tacoma Mall	1230950	83522.601562
834054	14	Multi-Family Residential	Tacoma Mall	1231160	84088.796875
834055	24	Single Family Residential	Tacoma Mall	1231130	84017.601562
834056	24	Single Family Residential	Tacoma Mall	1231190	84016.398438
834057	24	Single Family Residential	Tacoma Mall	1231190	83997.601562
834058	24	Single Family Residential	Tacoma Mall	1231130	83998.796875
834059	24	Single Family Residential	Tacoma Mall	1231140	84045.601562
834060	14	Multi-Family Residential	Tacoma Mall	1231200	84044.398438
834061	14	Multi-Family Residential	Tacoma Mall	1231160	83963.898438
834062	14	Multi-Family Residential	Tacoma Mall	1231160	83913.898438
834063	14	Multi-Family Residential	Tacoma Mall	1231160	83839
834064	14	Multi-Family Residential	Tacoma Mall	1231110	83740
834065	14	Multi-Family Residential	Tacoma Mall	1231140	83739.398438
834066	14	Multi-Family Residential	Tacoma Mall	1231160	83664.101562
834067	14	Multi-Family Residential	Tacoma Mall	1231170	83738.703125
834068	14	Multi-Family Residential	Tacoma Mall	1231210	83738.101562
834069	14	Multi-Family Residential	Tacoma Mall	1231150	83620.5
834070	14	Multi-Family Residential	Tacoma Mall	1231150	83592.296875
834071	14	Multi-Family Residential	Tacoma Mall	1231150	83573.601562
834072	24	Single Family Residential	Tacoma Mall	1231150	83526.703125
834073	14	Multi-Family Residential	Tacoma Mall	1231310	84086
834074	26	Vacant Developable	Tacoma Mall	1231310	84036
834075	24	Single Family Residential	Tacoma Mall	1231310	83973.5
834076	24	Single Family Residential	Tacoma Mall	1231310	83908.601562
834077	24	Single Family Residential	Tacoma Mall	1231310	83852.398438
834078	14	Multi-Family Residential	Tacoma Mall	1231280	83799.296875
834079	14	Multi-Family Residential	Tacoma Mall	1231340	83798.101562
834080	14	Multi-Family Residential	Tacoma Mall	1231280	83749.296875
834081	14	Multi-Family Residential	Tacoma Mall	1231340	83748.101562
834082	14	Multi-Family Residential	Tacoma Mall	1231270	83701.296875
834083	14	Multi-Family Residential	Tacoma Mall	1231340	83700.101562
834084	14	Multi-Family Residential	Tacoma Mall	1231340	83664.898438
834085	14	Multi-Family Residential	Tacoma Mall	1231270	83666.101562
